184.164.241.198,0.95
184.164.241.201,2.24
184.164.241.0,22.72
184.164.241.83,4.0
184.164.241.78,2.39
184.164.241.27,7.64
184.164.241.19,29.82
184.164.241.154,3.57
184.164.241.235,24.47
184.164.241.169,16.61
184.164.241.43,13.39
184.164.241.202,1.9
184.164.241.225,15.4
184.164.241.183,12.62
184.164.241.47,0.15
184.164.241.2,15.32
184.164.241.164,3.17
184.164.241.121,19.65
184.164.241.170,3.09
184.164.241.234,17.19
184.164.241.212,16.04
184.164.241.33,19.0
184.164.241.4,3.26
184.164.241.235,23.97
184.164.241.81,14.13
184.164.241.180,8.5
184.164.241.12,2.64
184.164.241.94,4.13
184.164.241.59,5.48
184.164.241.106,5.77
184.164.241.84,0.61
184.164.241.236,0.84
184.164.241.66,9.41
184.164.241.194,1.6
184.164.241.20,4.92
184.164.241.200,2.86
184.164.241.222,0.51
184.164.241.8,0.53
184.164.241.191,20.6
184.164.241.31,12.52
184.164.241.101,9.54
184.164.241.171,3.97
184.164.241.235,50.78
184.164.241.203,3.92
184.164.241.77,0.93
184.164.241.26,12.03
184.164.241.245,9.34
184.164.241.149,23.47
184.164.241.54,5.84
184.164.241.154,0.39
184.164.241.185,12.56
184.164.241.106,0.3
184.164.241.84,4.05
184.164.241.89,4.39
184.164.241.137,15.08
184.164.241.226,18.01
184.164.241.126,32.21
184.164.241.128,9.96
184.164.241.53,8.3
184.164.241.247,4.77
184.164.241.77,4.54
184.164.241.112,4.41
184.164.241.165,6.23
184.164.241.52,45.21
184.164.241.42,16.53
184.164.241.242,8.93
184.164.241.130,1.67
184.164.241.21,10.78
184.164.241.79,8.29
184.164.241.1,6.22
184.164.241.75,8.31
184.164.241.235,5.79
184.164.241.225,35.6
184.164.241.178,6.26
184.164.241.173,20.28
184.164.241.93,0.13
184.164.241.9,17.6
184.164.241.234,1.63
184.164.241.187,2.04
184.164.241.135,6.04
184.164.241.228,12.5
184.164.241.70,0.77
184.164.241.13,9.8
184.164.241.105,9.58
184.164.241.120,7.75
184.164.241.75,10.97
184.164.241.115,1.16
184.164.241.188,15.9
184.164.241.106,6.02
184.164.241.246,10.08
184.164.241.228,18.56
184.164.241.8,32.71
184.164.241.249,6.35
184.164.241.142,1.82
184.164.241.249,26.29
184.164.241.139,0.57
184.164.241.150,1.12
184.164.241.235,14.17
184.164.241.34,9.08
184.164.241.172,13.69
