184.164.242.161,5.59
184.164.242.5,1.29
184.164.242.101,0.41
184.164.242.162,0.33
184.164.242.154,1.77
184.164.242.235,0.74
184.164.242.23,11.19
184.164.242.212,0.58
184.164.242.16,0.23
184.164.242.152,7.61
184.164.242.24,4.01
184.164.242.107,22.87
184.164.242.50,10.59
184.164.242.33,0.34
184.164.242.137,2.19
184.164.242.201,2.7
184.164.242.194,2.79
184.164.242.161,1.12
184.164.242.133,2.81
184.164.242.66,2.11
184.164.242.140,14.27
184.164.242.150,0.61
184.164.242.225,2.88
184.164.242.98,5.2
184.164.242.40,3.91
184.164.242.146,5.44
184.164.242.193,2.17
184.164.242.130,2.62
184.164.242.170,2.62
184.164.242.137,4.94
184.164.242.130,0.43
184.164.242.43,3.03
184.164.242.38,1.99
184.164.242.214,5.07
184.164.242.170,2.5
184.164.242.114,22.29
184.164.242.19,0.11
184.164.242.183,2.27
184.164.242.68,2.62
184.164.242.52,4.34
184.164.242.48,1.12
184.164.242.86,0.0
184.164.242.39,1.57
184.164.242.145,1.54
184.164.242.153,0.38
184.164.242.44,2.33
184.164.242.244,0.79
184.164.242.85,4.93
184.164.242.229,2.61
184.164.242.103,4.84
184.164.242.70,5.56
184.164.242.55,1.44
184.164.242.49,1.15
184.164.242.50,5.16
184.164.242.107,8.43
184.164.242.57,0.64
184.164.242.104,5.57
184.164.242.59,4.92
184.164.242.210,3.56
184.164.242.188,4.86
184.164.242.169,5.3
184.164.242.62,0.0
184.164.242.3,5.73
184.164.242.255,7.88
184.164.242.29,2.2
184.164.242.5,0.46
184.164.242.86,0.51
184.164.242.36,5.05
184.164.242.94,2.94
184.164.242.188,0.61
184.164.242.15,1.85
184.164.242.235,2.09
184.164.242.135,17.03
184.164.242.73,1.21
184.164.242.106,11.55
184.164.242.120,9.66
184.164.242.30,0.89
184.164.242.130,0.92
184.164.242.88,0.47
184.164.242.173,0.93
184.164.242.141,2.54
184.164.242.255,0.25
184.164.242.7,1.83
184.164.242.32,0.34
184.164.242.86,6.7
184.164.242.159,0.58
184.164.242.134,2.63
184.164.242.128,1.3
184.164.242.221,4.34
184.164.242.5,0.43
184.164.242.53,0.13
184.164.242.172,0.9
184.164.242.242,2.39
184.164.242.147,14.83
184.164.242.25,9.94
184.164.242.92,2.93
184.164.242.4,2.51
184.164.242.10,2.22
184.164.242.79,0.88
184.164.242.235,1.68
