184.164.240.213,0.63
184.164.240.120,7.65
184.164.240.197,0.17
184.164.240.52,0.52
184.164.240.58,4.38
184.164.240.13,1.92
184.164.240.57,0.12
184.164.240.251,14.65
184.164.240.26,7.72
184.164.240.134,2.85
184.164.240.175,2.89
184.164.240.15,1.38
184.164.240.247,10.42
184.164.240.94,1.59
184.164.240.89,1.91
184.164.240.83,0.1
184.164.240.65,3.53
184.164.240.48,6.06
184.164.240.142,5.59
184.164.240.121,9.87
184.164.240.52,2.53
184.164.240.120,0.92
184.164.240.150,6.36
184.164.240.99,9.95
184.164.240.47,0.74
184.164.240.39,2.6
184.164.240.177,0.21
184.164.240.208,12.66
184.164.240.86,0.4
184.164.240.180,6.5
184.164.240.147,7.28
184.164.240.194,5.87
184.164.240.123,0.69
184.164.240.69,1.07
184.164.240.32,7.03
184.164.240.89,9.54
184.164.240.221,1.43
184.164.240.104,3.27
184.164.240.182,1.48
184.164.240.46,1.31
184.164.240.36,0.74
184.164.240.152,0.88
184.164.240.46,10.29
184.164.240.78,1.48
184.164.240.232,0.4
184.164.240.44,0.83
184.164.240.44,3.17
184.164.240.150,7.18
184.164.240.6,0.21
184.164.240.66,0.19
184.164.240.170,1.4
184.164.240.104,2.23
184.164.240.35,4.77
184.164.240.63,6.32
184.164.240.184,0.04
184.164.240.68,3.19
184.164.240.42,5.54
184.164.240.18,1.47
184.164.240.65,2.42
184.164.240.207,0.14
184.164.240.232,4.02
184.164.240.245,9.28
184.164.240.100,3.21
184.164.240.213,5.28
184.164.240.167,2.32
184.164.240.144,2.02
184.164.240.249,7.26
184.164.240.83,8.39
184.164.240.143,9.41
184.164.240.43,1.1
184.164.240.92,0.33
184.164.240.247,0.6
184.164.240.243,2.29
184.164.240.234,0.95
184.164.240.119,0.83
184.164.240.66,0.61
184.164.240.6,0.55
184.164.240.124,3.75
184.164.240.205,0.11
184.164.240.165,6.96
184.164.240.115,1.81
184.164.240.15,4.16
184.164.240.226,1.35
184.164.240.194,2.32
184.164.240.244,1.74
184.164.240.6,0.02
184.164.240.16,1.92
184.164.240.25,3.59
184.164.240.113,0.85
184.164.240.230,1.81
184.164.240.193,3.84
184.164.240.74,5.21
184.164.240.140,0.27
184.164.240.26,0.83
184.164.240.101,3.4
184.164.240.72,1.18
184.164.240.59,4.03
184.164.240.4,4.14
184.164.240.237,1.3
184.164.240.234,2.2
