184.164.240.19,9.14
184.164.240.133,9.85
184.164.240.174,27.66
184.164.240.53,1.91
184.164.240.53,0.93
184.164.240.148,4.09
184.164.240.168,6.55
184.164.240.162,12.19
184.164.240.167,20.31
184.164.240.183,8.74
184.164.240.193,1.5
184.164.240.32,8.59
184.164.240.228,2.16
184.164.240.117,10.34
184.164.240.203,10.1
184.164.240.132,2.13
184.164.240.206,13.15
184.164.240.46,11.25
184.164.240.13,9.57
184.164.240.77,1.17
184.164.240.186,17.12
184.164.240.16,2.72
184.164.240.8,1.42
184.164.240.214,47.56
184.164.240.24,8.81
184.164.240.218,16.81
184.164.240.192,11.87
184.164.240.235,13.8
184.164.240.17,4.8
184.164.240.246,10.62
184.164.240.6,3.24
184.164.240.252,11.31
184.164.240.148,23.56
184.164.240.104,9.41
184.164.240.152,29.32
184.164.240.137,6.25
184.164.240.135,37.66
184.164.240.149,2.17
184.164.240.4,21.4
184.164.240.42,3.94
184.164.240.94,8.17
184.164.240.164,0.74
184.164.240.158,21.98
184.164.240.139,7.13
184.164.240.55,10.68
184.164.240.78,3.09
184.164.240.20,6.27
184.164.240.236,13.32
184.164.240.232,2.32
184.164.240.90,6.85
184.164.240.47,19.87
184.164.240.188,8.88
184.164.240.73,25.37
184.164.240.76,7.57
184.164.240.187,2.38
184.164.240.44,15.4
184.164.240.93,3.3
184.164.240.37,0.18
184.164.240.240,0.08
184.164.240.41,9.91
184.164.240.27,7.52
184.164.240.149,6.98
184.164.240.9,10.32
184.164.240.34,7.24
184.164.240.121,0.5
184.164.240.66,2.81
184.164.240.205,1.13
184.164.240.94,7.19
184.164.240.60,2.25
184.164.240.128,1.95
184.164.240.174,10.86
184.164.240.129,55.17
184.164.240.191,3.87
184.164.240.12,2.13
184.164.240.4,0.3
184.164.240.30,2.16
184.164.240.236,14.18
184.164.240.90,4.9
184.164.240.69,11.45
184.164.240.75,7.84
184.164.240.20,0.95
184.164.240.12,0.3
184.164.240.118,9.73
184.164.240.197,2.68
184.164.240.15,13.01
184.164.240.129,2.86
184.164.240.98,1.34
184.164.240.16,8.72
184.164.240.110,7.0
184.164.240.91,7.22
184.164.240.31,4.73
184.164.240.217,0.33
184.164.240.34,35.14
184.164.240.159,16.13
184.164.240.132,2.66
184.164.240.233,3.49
184.164.240.169,17.36
184.164.240.125,3.32
184.164.240.206,0.46
184.164.240.247,15.76
