184.164.241.176,0.88
184.164.241.80,2.03
184.164.241.46,2.29
184.164.241.249,0.29
184.164.241.213,0.52
184.164.241.5,0.43
184.164.241.44,2.41
184.164.241.92,0.41
184.164.241.246,1.95
184.164.241.120,0.39
184.164.241.213,2.44
184.164.241.36,0.44
184.164.241.94,0.67
184.164.241.196,0.98
184.164.241.78,0.99
184.164.241.46,3.11
184.164.241.132,0.1
184.164.241.56,1.37
184.164.241.1,4.5
184.164.241.137,2.17
184.164.241.10,1.48
184.164.241.252,3.87
184.164.241.11,4.0
184.164.241.235,4.05
184.164.241.107,7.9
184.164.241.93,0.97
184.164.241.24,0.74
184.164.241.20,0.15
184.164.241.119,4.45
184.164.241.148,0.54
184.164.241.37,5.54
184.164.241.189,1.88
184.164.241.80,0.95
184.164.241.140,1.57
184.164.241.58,0.82
184.164.241.207,1.04
184.164.241.206,1.64
184.164.241.240,0.23
184.164.241.197,1.85
184.164.241.170,1.05
184.164.241.66,1.46
184.164.241.137,2.0
184.164.241.254,1.04
184.164.241.188,2.32
184.164.241.111,2.18
184.164.241.98,0.5
184.164.241.81,0.46
184.164.241.144,0.07
184.164.241.149,2.89
184.164.241.216,4.58
184.164.241.169,0.31
184.164.241.122,0.28
184.164.241.48,5.28
184.164.241.60,0.3
184.164.241.231,1.28
184.164.241.253,2.46
184.164.241.50,8.76
184.164.241.17,1.01
184.164.241.45,6.52
184.164.241.120,1.24
184.164.241.198,1.08
184.164.241.123,5.11
184.164.241.111,0.06
184.164.241.84,1.95
184.164.241.33,0.07
184.164.241.157,0.0
184.164.241.57,0.46
184.164.241.102,2.42
184.164.241.248,6.43
184.164.241.201,1.25
184.164.241.180,4.75
184.164.241.212,0.55
184.164.241.206,0.72
184.164.241.66,0.25
184.164.241.135,2.61
184.164.241.36,0.77
184.164.241.12,3.39
184.164.241.59,2.03
184.164.241.149,2.73
184.164.241.42,0.74
184.164.241.205,1.2
184.164.241.173,0.02
184.164.241.203,0.07
184.164.241.177,0.93
184.164.241.82,2.58
184.164.241.173,1.06
184.164.241.151,4.29
184.164.241.162,0.67
184.164.241.155,0.44
184.164.241.95,0.04
184.164.241.188,0.06
184.164.241.103,3.49
184.164.241.33,1.87
184.164.241.139,2.31
184.164.241.34,0.13
184.164.241.131,0.45
184.164.241.141,0.41
184.164.241.246,0.64
184.164.241.158,0.88
184.164.241.235,0.05
