184.164.242.107,9.83
184.164.242.181,7.87
184.164.242.225,4.99
184.164.242.139,42.0
184.164.242.171,12.78
184.164.242.247,16.64
184.164.242.109,1.25
184.164.242.144,9.49
184.164.242.193,11.7
184.164.242.117,7.41
184.164.242.24,12.19
184.164.242.80,0.8
184.164.242.75,9.83
184.164.242.117,5.74
184.164.242.238,13.29
184.164.242.224,50.44
184.164.242.219,1.91
184.164.242.106,19.15
184.164.242.234,4.2
184.164.242.131,9.06
184.164.242.218,0.64
184.164.242.255,9.27
184.164.242.241,3.61
184.164.242.82,4.48
184.164.242.35,2.93
184.164.242.212,8.07
184.164.242.5,10.06
184.164.242.169,8.41
184.164.242.142,7.25
184.164.242.169,12.62
184.164.242.139,11.37
184.164.242.13,2.05
184.164.242.109,24.8
184.164.242.228,4.01
184.164.242.241,22.33
184.164.242.171,15.59
184.164.242.227,14.25
184.164.242.232,10.07
184.164.242.223,2.25
184.164.242.232,16.98
184.164.242.138,1.05
184.164.242.108,18.01
184.164.242.156,10.22
184.164.242.95,4.11
184.164.242.105,5.23
184.164.242.72,25.26
184.164.242.139,22.5
184.164.242.200,23.01
184.164.242.16,10.11
184.164.242.68,1.0
184.164.242.237,4.04
184.164.242.60,9.22
184.164.242.64,10.81
184.164.242.148,12.87
184.164.242.50,21.52
184.164.242.8,3.93
184.164.242.241,1.37
184.164.242.133,6.54
184.164.242.223,25.0
184.164.242.14,12.28
184.164.242.182,7.84
184.164.242.242,7.9
184.164.242.245,11.09
184.164.242.47,7.84
184.164.242.63,0.45
184.164.242.97,9.22
184.164.242.94,8.32
184.164.242.136,9.5
184.164.242.175,15.24
184.164.242.120,20.76
184.164.242.8,20.64
184.164.242.169,4.75
184.164.242.183,3.28
184.164.242.0,2.49
184.164.242.37,3.8
184.164.242.156,2.7
184.164.242.228,1.51
184.164.242.125,1.07
184.164.242.21,5.63
184.164.242.220,2.8
184.164.242.188,1.4
184.164.242.36,58.56
184.164.242.13,2.68
184.164.242.215,4.21
184.164.242.201,7.48
184.164.242.170,2.52
184.164.242.7,4.49
184.164.242.157,8.57
184.164.242.207,16.25
184.164.242.30,10.56
184.164.242.77,11.69
184.164.242.63,7.87
184.164.242.108,14.19
184.164.242.23,19.55
184.164.242.181,18.76
184.164.242.66,8.55
184.164.242.15,17.37
184.164.242.171,26.07
184.164.242.183,2.32
184.164.242.160,28.28
