184.164.240.219,0.74
184.164.240.20,5.37
184.164.240.217,1.17
184.164.240.104,1.19
184.164.240.61,1.23
184.164.240.47,0.58
184.164.240.22,0.34
184.164.240.19,0.05
184.164.240.4,0.37
184.164.240.115,0.14
184.164.240.162,0.45
184.164.240.7,2.66
184.164.240.89,0.18
184.164.240.148,10.82
184.164.240.31,2.6
184.164.240.250,6.38
184.164.240.161,2.04
184.164.240.1,0.29
184.164.240.28,1.82
184.164.240.194,0.07
184.164.240.86,2.99
184.164.240.51,7.07
184.164.240.99,0.74
184.164.240.237,1.54
184.164.240.16,1.02
184.164.240.19,2.94
184.164.240.36,0.95
184.164.240.42,2.91
184.164.240.214,2.11
184.164.240.70,1.82
184.164.240.98,4.91
184.164.240.3,0.23
184.164.240.55,1.4
184.164.240.120,2.34
184.164.240.117,0.45
184.164.240.235,1.4
184.164.240.41,2.47
184.164.240.233,1.47
184.164.240.183,2.95
184.164.240.222,0.38
184.164.240.236,0.47
184.164.240.16,3.27
184.164.240.220,1.3
184.164.240.23,2.26
184.164.240.10,0.74
184.164.240.118,2.97
184.164.240.11,5.06
184.164.240.174,1.65
184.164.240.58,8.12
184.164.240.83,0.64
184.164.240.104,0.67
184.164.240.12,1.34
184.164.240.107,1.91
184.164.240.165,1.93
184.164.240.177,2.58
184.164.240.125,0.15
184.164.240.118,6.33
184.164.240.146,0.97
184.164.240.41,0.97
184.164.240.87,1.72
184.164.240.139,2.62
184.164.240.24,5.85
184.164.240.96,1.36
184.164.240.57,3.45
184.164.240.86,1.98
184.164.240.79,0.07
184.164.240.233,4.17
184.164.240.94,9.13
184.164.240.61,0.04
184.164.240.31,0.9
184.164.240.18,0.93
184.164.240.74,0.4
184.164.240.77,1.11
184.164.240.162,6.29
184.164.240.130,0.14
184.164.240.66,6.63
184.164.240.35,0.78
184.164.240.24,1.35
184.164.240.37,1.29
184.164.240.210,6.43
184.164.240.251,1.63
184.164.240.14,7.47
184.164.240.177,0.56
184.164.240.51,4.06
184.164.240.58,0.86
184.164.240.143,0.32
184.164.240.73,3.35
184.164.240.222,4.13
184.164.240.54,0.95
184.164.240.97,0.7
184.164.240.117,0.78
184.164.240.91,1.13
184.164.240.18,2.97
184.164.240.205,3.27
184.164.240.167,1.78
184.164.240.62,5.33
184.164.240.217,2.88
184.164.240.79,1.66
184.164.240.194,0.06
184.164.240.52,0.36
