184.164.243.118,1.98
184.164.243.75,3.75
184.164.243.106,0.61
184.164.243.3,12.87
184.164.243.87,0.26
184.164.243.223,1.1
184.164.243.146,3.26
184.164.243.127,10.92
184.164.243.164,2.94
184.164.243.228,6.18
184.164.243.238,1.06
184.164.243.42,23.57
184.164.243.185,20.33
184.164.243.20,22.96
184.164.243.233,1.12
184.164.243.31,5.67
184.164.243.51,13.61
184.164.243.144,22.81
184.164.243.36,29.84
184.164.243.190,19.39
184.164.243.140,8.61
184.164.243.27,7.26
184.164.243.6,18.13
184.164.243.153,15.45
184.164.243.58,3.22
184.164.243.212,3.84
184.164.243.80,4.01
184.164.243.77,1.13
184.164.243.226,6.67
184.164.243.56,2.3
184.164.243.85,6.37
184.164.243.56,1.4
184.164.243.120,5.47
184.164.243.88,12.04
184.164.243.30,2.08
184.164.243.83,0.59
184.164.243.179,15.23
184.164.243.254,1.93
184.164.243.38,21.31
184.164.243.236,11.86
184.164.243.172,2.37
184.164.243.36,2.39
184.164.243.217,9.31
184.164.243.179,24.13
184.164.243.141,10.08
184.164.243.17,3.1
184.164.243.147,9.87
184.164.243.100,18.56
184.164.243.77,11.4
184.164.243.113,9.78
184.164.243.83,11.56
184.164.243.182,14.35
184.164.243.152,7.5
184.164.243.173,3.67
184.164.243.43,20.29
184.164.243.16,10.01
184.164.243.157,17.54
184.164.243.55,0.55
184.164.243.189,8.41
184.164.243.73,6.92
184.164.243.22,5.49
184.164.243.132,1.74
184.164.243.230,2.14
184.164.243.49,5.37
184.164.243.222,7.73
184.164.243.167,7.08
184.164.243.183,17.45
184.164.243.56,6.84
184.164.243.159,33.75
184.164.243.226,6.47
184.164.243.0,12.71
184.164.243.115,1.08
184.164.243.166,3.45
184.164.243.39,29.92
184.164.243.50,0.57
184.164.243.228,2.56
184.164.243.119,3.46
184.164.243.107,8.06
184.164.243.50,5.83
184.164.243.42,2.14
184.164.243.248,7.07
184.164.243.210,1.6
184.164.243.151,0.47
184.164.243.190,21.03
184.164.243.229,28.71
184.164.243.23,12.49
184.164.243.199,4.67
184.164.243.237,3.13
184.164.243.198,5.15
184.164.243.181,1.29
184.164.243.46,3.63
184.164.243.231,0.97
184.164.243.251,41.39
184.164.243.76,10.81
184.164.243.28,15.47
184.164.243.204,27.84
184.164.243.53,8.64
184.164.243.208,5.55
184.164.243.200,3.97
184.164.243.190,8.98
